method,dataset,target,auc_mean,auc_sample_std,original_accuracy_mean,original_accuracy_sample_std,released_exact_unsupervised_label_balanced_accuracy_mean,released_exact_unsupervised_label_balanced_accuracy_sample_std,paper_intended_100_shot_unsupervised_label_balanced_accuracy_mean,paper_intended_100_shot_unsupervised_label_balanced_accuracy_sample_std,paper_intended_100_shot_supervised_accuracy_mean,paper_intended_100_shot_supervised_accuracy_sample_std,strict_label_free_random_100_shot_heldout_accuracy_mean,strict_label_free_random_100_shot_heldout_accuracy_sample_std,full_target_transductive_unsupervised_accuracy_mean,full_target_transductive_unsupervised_accuracy_sample_std,full_target_label_oracle_accuracy_mean,full_target_label_oracle_accuracy_sample_std,strict_label_free_accuracy_delta_mean,strict_label_free_accuracy_delta_sample_std
rine,genimage,wukong,0.9760506527777779,0.002055991533719891,0.6303749999999999,0.07430513758968635,0.91925,0.004242640687119289,0.9180291666666667,0.002374700273484914,0.9206958333333334,0.0032939390890275597,0.917655462184874,0.0017707379898621576,0.9200416666666666,0.0015909902576697137,0.9237083333333334,0.002180245908658517,0.287280462184874,0.07253439959982419
rine,genimage,Midjourney,0.8478137222222222,0.008438474833694955,0.514625,0.01702948831357595,0.7690416666666666,0.006776439986371119,0.7682166666666668,0.0054211519890966595,0.7692125,0.008703305965104446,0.7671722689075631,0.00494974746830568,0.7685,0.005185449728701327,0.7730833333333333,0.009428090415820694,0.252547268907563,0.012079740845270269
rine,aigc_detection_benchmark,Mean,0.8294610441176471,0.01683415353148293,0.5405,0.02641251800314457,0.7626470588235295,0.01301908367714055,0.7616882352941177,0.013355999261117673,0.7604088235294117,0.013738668813289239,0.760890092879257,0.013273029146545039,0.7625147058823529,0.012956691902329997,0.7685588235294117,0.01293589464405976,0.22039009287925704,0.03968554714968961
rine,aigc_detection_benchmark,ProGAN,0.81586175,0.030486555317467443,0.512,0.013435028842544414,0.73725,0.02085965004500313,0.7363999999999999,0.022768838354206757,0.7363999999999999,0.024183051916579854,0.736921052631579,0.02489760192704212,0.737,0.019091883092036722,0.7424999999999999,0.02262741699796946,0.22492105263157902,0.03833263076958653
rine,aigc_detection_benchmark,StyleGAN,0.7456940000000001,0.011296737936236197,0.5035000000000001,0.004949747468305837,0.6775,0.004242640687119289,0.675875,0.008732768747653922,0.67415,0.010535891039679496,0.6771052631578948,0.008559713666994966,0.67725,0.00601040764008562,0.68125,0.008131727983645342,0.17360526315789476,0.013509461135300802
rine,aigc_detection_benchmark,BigGAN,0.7967839999999999,0.02000829348045454,0.50225,0.0031819805153394274,0.72525,0.016617009357883843,0.72455,0.018031222920257016,0.72125,0.017819090885900998,0.7236052631578948,0.016337888260047076,0.72475,0.015202795795510824,0.7322500000000001,0.015909902576697374,0.22135526315789478,0.0195198687753865
rine,aigc_detection_benchmark,CycleGAN,0.8854647499999999,0.058836587495579566,0.5605,0.028284271247461926,0.80675,0.0526794551983978,0.80705,0.05077026688919417,0.804025,0.05257338918121975,0.8040789473684211,0.05184209190488733,0.8069999999999999,0.05444722215136421,0.8122499999999999,0.05197234841721125,0.24357894736842106,0.08012636315234926
rine,aigc_detection_benchmark,StarGAN,0.8198875000000001,0.04348635993619154,0.5015000000000001,0.0007071067811865481,0.73425,0.030052038200428257,0.73395,0.03203193718775053,0.7333749999999999,0.03496643032967485,0.7355263157894738,0.03200588588528587,0.735,0.03040559159102149,0.73975,0.034294678887547544,0.2340263157894738,0.031298779104099325
rine,aigc_detection_benchmark,GauGAN,0.85629175,0.023241539237429935,0.505,0.005656854249492385,0.7705,0.02333452377915609,0.773425,0.024359828611876626,0.76965,0.022061731573020285,0.7733684210526315,0.02478595348790738,0.77725,0.025102290732122497,0.78125,0.022273863607376307,0.26836842105263153,0.030442807737399765
rine,aigc_detection_benchmark,StyleGAN2,0.7329807500000001,0.026124413584327565,0.5025,0.0035355339059327407,0.6735,0.021920310216782913,0.6715,0.018950461735799586,0.6686000000000001,0.02043538597629125,0.6718947368421053,0.0209154742645705,0.6735,0.019798989873223347,0.6785,0.021920310216782913,0.16939473684210526,0.01737994035863776
